# BLASTN 2.10.0+
# Query: homSap_MX1_CCDS13673
# Database: nt_v5					
# Fields: subject id, ?
# 970 hits found
gi|1519315249|ref|NM_002462.5| Homo sapiens MX dynamin like GTPase 1 (MX1), transcript variant 2, mRNA
gi|1370481400|ref|XM_017028349.2| PREDICTED: Homo sapiens MX dynamin like GTPase 1 (MX1), transcript variant X5, mRNA
gi|1034627218|ref|XM_005260982.2| PREDICTED: Homo sapiens MX dynamin like GTPase 1 (MX1), transcript variant X8, mRNA
gi|1034627217|ref|XM_005260981.2| PREDICTED: Homo sapiens MX dynamin like GTPase 1 (MX1), transcript variant X7, mRNA
gi|1034627215|ref|XM_017028350.1| PREDICTED: Homo sapiens MX dynamin like GTPase 1 (MX1), transcript variant X6, mRNA
gi|1034627212|ref|XM_005260980.2| PREDICTED: Homo sapiens MX dynamin like GTPase 1 (MX1), transcript variant X4, mRNA
gi|1034627211|ref|XM_005260979.2| PREDICTED: Homo sapiens MX dynamin like GTPase 1 (MX1), transcript variant X3, mRNA
gi|1034627210|ref|XM_011529568.2| PREDICTED: Homo sapiens MX dynamin like GTPase 1 (MX1), transcript variant X2, mRNA
gi|1034627209|ref|XM_005260978.4| PREDICTED: Homo sapiens MX dynamin like GTPase 1 (MX1), transcript variant X1, mRNA
gi|544711181|ref|NM_001178046.2| Homo sapiens MX dynamin like GTPase 1 (MX1), transcript variant 3, mRNA
gi|544711167|ref|NM_001144925.2| Homo sapiens MX dynamin like GTPase 1 (MX1), transcript variant 1, mRNA
gi|190135|gb|M33882.1|HUMPMX1A Human p78 protein mRNA, complete cds
gi|21619146|gb|BC032602.1| Homo sapiens myxovirus (influenza virus) resistance 1, interferon-inducible protein p78 (mouse), mRNA (cDNA clone MGC:44833 IMAGE:5535278), complete cds
gi|261858633|dbj|AB527675.1| Synthetic construct DNA, clone: pF1KB6193, Homo sapiens MX1 gene for myxovirus (influenza virus) resistance 1, interferon-inducible protein p78, without stop codon, in Flexi system
gi|325464350|gb|JF432729.1| Synthetic construct Homo sapiens clone IMAGE:100073972 myxovirus (influenza virus) resistance 1, interferon-inducible protein p78 (mouse) (MX1) gene, encodes complete protein
gi|649120027|gb|KJ897213.1| Synthetic construct Homo sapiens clone ccsbBroadEn_06607 MX1 gene, encodes complete protein
gi|164695655|dbj|AK315465.1| Homo sapiens cDNA, FLJ96524, highly similar to Homo sapiens myxovirus (influenza virus) resistance 1, interferon-inducible protein p78 (mouse) (MX1), mRNA
gi|188900|gb|M30817.1|HUMMXA Human interferon-induced cellular resistance mediator protein (MxA) mRNA, complete cds
gi|21755829|dbj|AK096355.1| Homo sapiens cDNA FLJ39036 fis, clone NT2RP7008360, highly similar to Interferon-induced GTP-binding protein Mx1
gi|1384960872|ref|XM_008977601.3| PREDICTED: Pan paniscus MX dynamin like GTPase 1 (MX1), transcript variant X4, mRNA
gi|1384960871|ref|XM_008977600.3| PREDICTED: Pan paniscus MX dynamin like GTPase 1 (MX1), transcript variant X3, mRNA
gi|1384960870|ref|XM_008977598.3| PREDICTED: Pan paniscus MX dynamin like GTPase 1 (MX1), transcript variant X2, mRNA
gi|1384960869|ref|XM_003823901.4| PREDICTED: Pan paniscus MX dynamin like GTPase 1 (MX1), transcript variant X1, mRNA
gi|675776795|ref|XM_008977605.1| PREDICTED: Pan paniscus MX dynamin like GTPase 1 (MX1), transcript variant X7, mRNA
gi|675776792|ref|XM_008977603.1| PREDICTED: Pan paniscus MX dynamin like GTPase 1 (MX1), transcript variant X6, mRNA
gi|675776782|ref|XM_008977599.1| PREDICTED: Pan paniscus MX dynamin like GTPase 1 (MX1), transcript variant X5, mRNA
gi|110624321|dbj|AK225885.1| Homo sapiens mRNA for myxovirus resistance protein 1 variant, clone: FCC122B03
gi|1367238133|ref|XM_009438930.3| PREDICTED: Pan troglodytes MX dynamin like GTPase 1 (MX1), transcript variant X10, mRNA
gi|1367238130|ref|XM_009438452.3| PREDICTED: Pan troglodytes MX dynamin like GTPase 1 (MX1), transcript variant X9, mRNA
gi|1367238127|ref|XM_009437396.3| PREDICTED: Pan troglodytes MX dynamin like GTPase 1 (MX1), transcript variant X8, mRNA
gi|1367238124|ref|XM_009437900.2| PREDICTED: Pan troglodytes MX dynamin like GTPase 1 (MX1), transcript variant X7, mRNA
gi|1367238121|ref|XM_009433909.3| PREDICTED: Pan troglodytes MX dynamin like GTPase 1 (MX1), transcript variant X6, mRNA
gi|1367238119|ref|XM_009435429.3| PREDICTED: Pan troglodytes MX dynamin like GTPase 1 (MX1), transcript variant X5, mRNA
gi|1367238117|ref|XM_016938404.2| PREDICTED: Pan troglodytes MX dynamin like GTPase 1 (MX1), transcript variant X4, mRNA
gi|1367238115|ref|XM_009434398.3| PREDICTED: Pan troglodytes MX dynamin like GTPase 1 (MX1), transcript variant X3, mRNA
gi|1367238112|ref|XM_009434930.3| PREDICTED: Pan troglodytes MX dynamin like GTPase 1 (MX1), transcript variant X2, mRNA
