# BLASTN 2.10.0+
# Query: homSap_FOXP2_CCDS43635
# Database: nt_v5					
# Fields: subject id, ?
# 974 hits found
gi|1676317462|ref|NM_148898.4| Homo sapiens forkhead box P2 (FOXP2), transcript variant 2, mRNA
gi|1370511277|ref|XM_017012801.2| PREDICTED: Homo sapiens forkhead box P2 (FOXP2), transcript variant X1, mRNA
gi|24496248|gb|AY144615.1| Homo sapiens brain forkhead/winged helix transcription factor FOXP2 isoform mRNA, complete cds; alternatively spliced
gi|608785284|gb|KJ534839.1| Homo sapiens clone FOXP2_iso-B_adult-A13 forkhead box P2 isoform B (FOXP2) mRNA, partial cds, alternatively spliced
gi|1367314602|ref|XM_009454010.3| PREDICTED: Pan troglodytes forkhead box P2 (FOXP2), transcript variant X2, mRNA
gi|1384971038|ref|XM_024929371.1| PREDICTED: Pan paniscus forkhead box P2 (FOXP2), transcript variant X1, mRNA
gi|1753079702|ref|XM_031012626.1| PREDICTED: Gorilla gorilla gorilla forkhead box P2 (FOXP2), transcript variant X1, mRNA
gi|1351510831|ref|XM_024250289.1| PREDICTED: Pongo abelii forkhead box P2 (FOXP2), mRNA
gi|1622917412|ref|XM_015134716.2| PREDICTED: Macaca mulatta forkhead box P2 (FOXP2), transcript variant X2, mRNA
gi|1411148194|ref|XM_025380560.1| PREDICTED: Theropithecus gelada forkhead box P2 (FOXP2), transcript variant X1, mRNA
gi|982241178|ref|XM_015447961.1| PREDICTED: Macaca fascicularis forkhead box P2 (FOXP2), mRNA
gi|795325352|ref|XM_011731314.1| PREDICTED: Macaca nemestrina forkhead box P2 (FOXP2), mRNA
gi|635115734|ref|XM_007982648.1| PREDICTED: Chlorocebus sabaeus forkhead box P2 (FOXP2), transcript variant X13, mRNA
gi|635115732|ref|XM_007982647.1| PREDICTED: Chlorocebus sabaeus forkhead box P2 (FOXP2), transcript variant X12, mRNA
gi|795299247|ref|XM_011967097.1| PREDICTED: Mandrillus leucophaeus forkhead box P2 (FOXP2), transcript variant X1, mRNA
gi|1059142983|ref|XM_017864605.1| PREDICTED: Rhinopithecus bieti forkhead box P2 (FOXP2), mRNA
gi|1743156492|ref|XM_030826322.1| PREDICTED: Nomascus leucogenys forkhead box P2 (FOXP2), transcript variant X1, mRNA
gi|1482588892|ref|XM_023228233.2| PREDICTED: Piliocolobus tephrosceles forkhead box P2 (FOXP2), transcript variant X1, mRNA
gi|635115730|ref|XM_007982646.1| PREDICTED: Chlorocebus sabaeus forkhead box P2 (FOXP2), transcript variant X11, mRNA
gi|1367314601|ref|XM_016956790.2| PREDICTED: Pan troglodytes forkhead box P2 (FOXP2), transcript variant X1, mRNA
gi|725551736|ref|XM_003921067.2| PREDICTED: Saimiri boliviensis boliviensis forkhead box P2 (FOXP2), transcript variant X1, mRNA
