# BLASTN 2.10.0+
# Query: homSap_IFI16_CCDS1180
# Database: nt_v5					
# Fields: subject id, ?
# 448 hits found
gi|1776842973|ref|NM_001376589.1| Homo sapiens interferon gamma inducible protein 16 (IFI16), transcript variant 6, mRNA
gi|1776842971|ref|NM_001376588.1| Homo sapiens interferon gamma inducible protein 16 (IFI16), transcript variant 5, mRNA
gi|1677538550|ref|NM_005531.3| Homo sapiens interferon gamma inducible protein 16 (IFI16), transcript variant 2, mRNA
gi|16877621|gb|BC017059.1| Homo sapiens interferon, gamma-inducible protein 16, mRNA (cDNA clone MGC:9466 IMAGE:3914632), complete cds
gi|62087557|dbj|AB208989.1| Homo sapiens mRNA for Interferon, gamma-inducible protein 16 variant protein
gi|649119402|gb|KJ897030.1| Synthetic construct Homo sapiens clone ccsbBroadEn_06424 IFI16 gene, encodes complete protein
gi|123995132|gb|DQ894242.2| Synthetic construct Homo sapiens clone IMAGE:100008702; FLH168962.01L; RZPDo839F0193D interferon, gamma-inducible protein 16 (IFI16) gene, encodes complete protein
gi|164694114|dbj|AK307957.1| Homo sapiens cDNA, FLJ97905
gi|22531286|gb|AY138863.1| Homo sapiens interferon-inducible IFI 16 mRNA, complete cds
gi|184568|gb|M63838.1|HUMIFI16A Human interferon-gamma induced protein (IFI 16) gene, complete cds
gi|168277381|dbj|AB384813.1| Synthetic construct DNA, clone: pF1KB3482, Homo sapiens IFI16 gene for gamma-interferon-inducible protein Ifi-16, complete cds, without stop codon, in Flexi system
gi|123980317|gb|DQ891062.2| Synthetic construct clone IMAGE:100003692; FLH168966.01X; RZPDo839F0194D interferon, gamma-inducible protein 16 (IFI16) gene, encodes complete protein
gi|1367109315|ref|XM_016929973.2| PREDICTED: Pan troglodytes interferon gamma inducible protein 16 (IFI16), transcript variant X3, mRNA
gi|1367109314|ref|XM_009435199.3| PREDICTED: Pan troglodytes interferon gamma inducible protein 16 (IFI16), transcript variant X2, mRNA
gi|1367109313|ref|XM_009435194.3| PREDICTED: Pan troglodytes interferon gamma inducible protein 16 (IFI16), transcript variant X1, mRNA
gi|1753024411|ref|XM_019025086.2| PREDICTED: Gorilla gorilla gorilla interferon gamma inducible protein 16 (IFI16), transcript variant X3, mRNA
gi|1753024413|ref|XM_019025080.2| PREDICTED: Gorilla gorilla gorilla interferon gamma inducible protein 16 (IFI16), transcript variant X4, mRNA
gi|931564838|ref|XM_003820981.3| PREDICTED: Pan paniscus interferon gamma inducible protein 16 (IFI16), transcript variant X2, mRNA
gi|675761662|ref|XM_008974464.1| PREDICTED: Pan paniscus interferon gamma inducible protein 16 (IFI16), transcript variant X3, mRNA
gi|675761655|ref|XM_008974463.1| PREDICTED: Pan paniscus interferon gamma inducible protein 16 (IFI16), transcript variant X1, mRNA
gi|1743151058|ref|XM_003258677.2| PREDICTED: Nomascus leucogenys interferon gamma inducible protein 16 (IFI16), transcript variant X1, mRNA
gi|1461085483|gb|MH445452.1| Homo sapiens IFI16 beta isoform (IFI16) mRNA, complete cds
gi|1059148534|ref|XM_017875523.1| PREDICTED: Rhinopithecus bieti interferon gamma inducible protein 16 (IFI16), transcript variant X2, mRNA
gi|1059148532|ref|XM_017875522.1| PREDICTED: Rhinopithecus bieti interferon gamma inducible protein 16 (IFI16), transcript variant X1, mRNA
gi|1751297535|ref|XM_030937108.1| PREDICTED: Rhinopithecus roxellana interferon gamma inducible protein 16 (IFI16), transcript variant X2, mRNA
gi|1751297534|ref|XM_010356742.2| PREDICTED: Rhinopithecus roxellana interferon gamma inducible protein 16 (IFI16), transcript variant X1, mRNA
gi|1482604848|ref|XM_023214174.2| PREDICTED: Piliocolobus tephrosceles interferon gamma inducible protein 16 (IFI16), transcript variant X1, mRNA
gi|543869134|gb|KF154420.1| Chlorocebus aethiops gamma-interferon-inducible protein 16 (IFI16) mRNA, complete cds
gi|6644296|gb|AF208043.1|AF208043 Homo sapiens IFI16b (IFI16b) mRNA, complete cds
gi|795271496|ref|XM_011957168.1| PREDICTED: Colobus angolensis palliatus interferon, gamma-inducible protein 16 (IFI16), mRNA
gi|985482395|ref|NM_001319449.1| Macaca fascicularis interferon gamma inducible protein 16 (IFI16), mRNA >gi|543869132|gb|KF154419.1| Macaca fascicularis gamma-interferon-inducible protein 16 (IFI16) mRNA, complete cds
gi|635103855|ref|XM_007976589.1| PREDICTED: Chlorocebus sabaeus interferon, gamma-inducible protein 16 (IFI16), mRNA
gi|795429115|ref|XM_012093304.1| PREDICTED: Cercocebus atys interferon, gamma-inducible protein 16 (IFI16), transcript variant X2, mRNA
