# BLASTN 2.10.0+
# Query: homSap_SERINC3_CCDS13333
# Database: nt_v5					
# Fields: subject id, ?
# 265 hits found
gi|1519312161|ref|NM_006811.4| Homo sapiens serine incorporator 3 (SERINC3), transcript variant 1, mRNA
gi|1016470333|ref|NM_198941.2| Homo sapiens serine incorporator 3 (SERINC3), transcript variant 2, mRNA
gi|4545218|gb|AF112227.1|AF112227 Homo sapiens TDE homolog mRNA, complete cds
gi|13543883|gb|BC006088.1| Homo sapiens serine incorporator 3, mRNA (cDNA clone MGC:12658 IMAGE:3641108), complete cds
gi|649106649|gb|KJ893178.1| Synthetic construct Homo sapiens clone ccsbBroadEn_02572 SERINC3 gene, encodes complete protein
gi|124000408|gb|DQ896714.2| Synthetic construct Homo sapiens clone IMAGE:100011174; FLH199373.01L; RZPDo839B1181D serine incorporator 3 (SERINC3) gene, encodes complete protein
gi|123993432|gb|DQ893392.2| Synthetic construct clone IMAGE:100006022; FLH199467.01X; RZPDo839B1182D serine incorporator 3 (SERINC3) gene, encodes complete protein
gi|62897404|dbj|AK222923.1| Homo sapiens mRNA for tumor differentially expressed protein 1 variant, clone: HRC08488
gi|1367230986|ref|XM_009437223.2| PREDICTED: Pan troglodytes serine incorporator 3 (SERINC3), transcript variant X1, mRNA
gi|931609573|ref|XM_008951316.2| PREDICTED: Pan paniscus serine incorporator 3 (SERINC3), transcript variant X2, mRNA
gi|675783523|ref|XM_008951317.1| PREDICTED: Pan paniscus serine incorporator 3 (SERINC3), transcript variant X3, mRNA
gi|675783520|ref|XM_003825928.2| PREDICTED: Pan paniscus serine incorporator 3 (SERINC3), transcript variant X1, mRNA
gi|525342799|ref|NM_001280388.1| Pan troglodytes serine incorporator 3 (SERINC3), mRNA >gi|343960808|dbj|AK305000.1| Pan troglodytes mRNA for serine incorporator 3, complete cds, clone: PtsC-2-5_H01
gi|207080241|ref|NM_001135261.1| Pongo abelii serine incorporator 3 (SERINC3), mRNA >gi|55732882|emb|CR861044.1| Pongo abelii mRNA; cDNA DKFZp459N1015 (from clone DKFZp459N1015)
gi|1099201721|ref|XR_002003855.1| PREDICTED: Gorilla gorilla gorilla serine incorporator 3 (SERINC3), transcript variant X4, misc_RNA
